GENERATION: 0
strategy 39: ((0.4620805930927767, 0.8215212438981765, 0.009163669989473266, 1.2202492388429937, 1.9349845793086549, 0.5998923759899729), 1480.0)
strategy 40: ((0.9609725250605543, 0.7402345051153401, 0.6686828799996255, 1.2448633221141234, 1.4800195667455522, 0.5998923759899729), 1420.0)
strategy 41: ((0.9609725250605543, 0.6771769315614841, 0.7751429037916816, 0.5707083451629278, 1.7929479212281496, 0.5998923759899729), 1388.0)
strategy 42: ((0.4817063537021688, 0.8626313100055367, 0.009163669989473266, 1.4443704817960006, 1.1532670304230876, 0.2637472133808282), 1344.0)
strategy 43: ((0.5103213739784652, 0.5346958633886881, 0.6686828799996255, 1.3429201943803766, 1.5279596134929136, 0.8824148879402727), 1292.0)
strategy 44: ((0.9609725250605543, 0.8215212438981765, 0.3812530341263538, 1.2202492388429937, 1.1532670304230876, 0.5376527615020987), 1272.0)
strategy 45: ((0.9197118658031204, 0.7402345051153401, 0.009163669989473266, 1.300682646465734, 1.1532670304230876, 0.5376527615020987), 1140.0)
strategy 46: ((0.4620805930927767, 0.8626313100055367, 0.10727065551081141, 1.4443704817960006, 2.825823026795141, 0.5376527615020987), 1072.0)
strategy 47: ((0.14896049433900305, 0.35475267433120206, 0.3812530341263538, 1.2202492388429937, 1.9349845793086549, 0.34859642957076764), 1040.0)
strategy 48: ((0.9609725250605543, 0.8215212438981765, 0.3812530341263538, 0.5737792705520969, 1.9349845793086549, 0.7416691320518563), 1024.0)
strategy 49: ((0.4322887604934096, 0.07515401508741792, 0.9713867414692384, 0.5737792705520969, 1.5824421643548672, 0.5376527615020987), 996.0)
strategy 50: ((0.8351901953617312, 0.9276014602125839, 0.6299052301092041, 1.2202492388429937, 1.9349845793086549, 0.6321145006811492), 976.0)
strategy 51: ((0.9555960421584496, 0.24267057530213432, 0.5128730701698829, 1.2202492388429937, 0.6532474681406771, 0.5998923759899729), 944.0)
strategy 52: ((0.9609725250605543, 0.6547645741345997, 0.6299052301092041, 1.3516180649954859, 1.9349845793086549, 0.5798940603601778), 940.0)
strategy 53: ((0.6896368369143915, 0.8801027970789349, 0.7107135488764289, 1.300682646465734, 0.2253524974820843, 0.8824148879402727), 872.0)
strategy 54: ((0.8701944296775976, 0.5346958633886881, 0.7751429037916816, 1.300682646465734, 1.5279596134929136, 0.8824148879402727), 768.0)
strategy 55: ((0.5103213739784652, 0.7402345051153401, 0.7751429037916816, 0.5707083451629278, 1.4800195667455522, 0.8824148879402727), 696.0)
strategy 56: ((0.6085998298572609, 0.31355944696592064, 0.050692977257100535, 2.890931066005857, 3.1925495268065625, 1.0023538834573658), 672.0)
strategy 57: ((0.5315669246643367, 0.7402345051153401, 0.20293342745266885, 2.3891409993475925, 1.4800195667455522, 0.5986531285293355), 636.0)
strategy 58: ((0.41239040180480635, 0.9276014602125839, 0.6299052301092041, 1.2938304364561917, 0.31660072696424224, 0.9342471254121559), 636.0)
strategy 59: ((0.4463132849207105, 0.6508720368528534, 0.7375969171557183, 0.9093925716781242, 2.409044681944828, 1.0466413146861488), 632.0)
strategy 60: ((0.5158254291937717, 0.6508720368528534, 0.6686828799996255, 2.2905462781758246, 1.4800195667455522, 0.8824148879402727), 536.0)
strategy 61: ((0.8745615355868619, 0.4678913405954688, 0.6686828799996255, 2.185800053696633, 1.697060147634079, 0.8824148879402727), 504.0)
strategy 62: ((0.14896049433900305, 0.9067201193435224, 0.6368106209088925, 1.676304338089413, 0.1321098958632253, 0.5758134842250957), 500.0)
strategy 63: ((0.7812006308193362, 0.36275617677301997, 0.14542368921689708, 1.5933210898662518, 1.598152607266453, 0.42278783871276215), 456.0)
strategy 64: ((0.6674272412915482, 0.6508720368528534, 0.8552944369311103, 2.3343541239943404, 1.5374326792924433, 1.0466413146861488), 408.0)
strategy 65: ((0.8351901953617312, 0.6508720368528534, 0.6299052301092041, 2.3343541239943404, 1.238246557520283, 1.0466413146861488), 360.0)
strategy 66: ((0.9455542224904628, 0.01618671375978198, 0.6188700095744549, 2.1045435403230925, 2.433029277576689, 0.8285439479693514), 316.0)
strategy 67: ((0.4058329163606619, 0.6073958185712763, 0.7751429037916816, 0.5707083451629278, 1.5279596134929136, 0.9342471254121559), 280.0)
strategy 68: ((0.3371417830585577, 0.6073958185712763, 0.6620789202348828, 0.8176062702831199, 0.31660072696424224, 0.9342471254121559), 188.0)
strategy 69: ((0.4620805930927767, 0.8801027970789349, 0.07461959121400942, 0.5737792705520969, 0.2253524974820843, 2.3435380734619358), 96.0)
strategy 70: ((0.41239040180480635, 0.6073958185712763, 0.26167970084613107, 0.57196694929517, 0.31660072696424224, 1.2457203065353903), 88.0)
strategy 71: ((0.29200545086455687, 0.554340026184012, 0.2511560600452444, 0.22642834385992217, 0.31660072696424224, 1.2776512206282438), 76.0)
strategy 72: ((0.4772536028914781, 0.6073958185712763, 0.9713867414692384, 0.015326571613404144, 0.31660072696424224, 0.9342471254121559), 72.0)
strategy 73: ((0.9197118658031204, 0.07515401508741792, 1.0144038341457895, 0.2073130972777072, 1.4800195667455522, 0.8824148879402727), 52.0)
strategy 74: ((0.6896368369143915, 0.8342015683238113, 0.2511560600452444, 0.22642834385992217, 0.31660072696424224, 2.3435380734619358), 8.0)
strategy 75: ((0.20565622590711963, 0.9142053800601022, 0.4949024940521607, 1.4443704817960006, 0.6633438887324412, 2.7169332594530244), 0.0)
